lr-Adam,created_at,loss/train,epoch,loss/val,score/val
,2021-07-22 04:24:43.996346,84.32212829589844,144.0,,
,2021-07-22 04:24:47.337025,,144.0,79.9728012084961,0.7297677993774414
3.125e-05,2021-07-22 04:24:47.357290,,,,
,2021-07-22 04:24:59.766869,85.06536102294922,145.0,,
,2021-07-22 04:25:03.057019,,145.0,79.56565856933594,0.7269460558891296
3.125e-05,2021-07-22 04:25:03.076145,,,,
,2021-07-22 04:25:15.534745,83.6249008178711,146.0,,
,2021-07-22 04:25:19.573498,,146.0,77.40657043457031,0.7095508575439453
3.125e-05,2021-07-22 04:25:19.592651,,,,
,2021-07-22 04:25:32.193025,82.4483871459961,147.0,,
,2021-07-22 04:25:35.586726,,147.0,78.76094055175781,0.7201137542724609
3.125e-05,2021-07-22 04:25:35.605918,,,,
,2021-07-22 04:25:47.814297,84.47488403320312,148.0,,
,2021-07-22 04:25:51.641310,,148.0,77.24730682373047,0.7060366868972778
3.125e-05,2021-07-22 04:25:51.662187,,,,
,2021-07-22 04:26:03.894346,84.79511260986328,149.0,,
,2021-07-22 04:26:07.073686,,149.0,78.33966827392578,0.7183912396430969
3.125e-05,2021-07-22 04:26:07.092416,,,,
,2021-07-22 04:26:19.437752,84.95697021484375,150.0,,
,2021-07-22 04:26:22.859080,,150.0,79.32470703125,0.7234216928482056
3.125e-05,2021-07-22 04:26:22.878799,,,,
,2021-07-22 04:26:35.533453,82.88355255126953,151.0,,
,2021-07-22 04:26:38.734434,,151.0,77.379638671875,0.7054080367088318
3.125e-05,2021-07-22 04:26:38.753776,,,,
,2021-07-22 04:26:50.936913,84.26382446289062,152.0,,
,2021-07-22 04:26:54.158957,,152.0,79.30169677734375,0.7271136045455933
3.125e-05,2021-07-22 04:26:54.178569,,,,
,2021-07-22 04:27:06.457500,85.40974426269531,153.0,,
,2021-07-22 04:27:10.239593,,153.0,76.82161712646484,0.7029712796211243
3.125e-05,2021-07-22 04:27:10.271176,,,,
,2021-07-22 04:27:22.560769,84.05517578125,154.0,,
,2021-07-22 04:27:25.984529,,154.0,79.07938385009766,0.7220461964607239
3.125e-05,2021-07-22 04:27:26.006142,,,,
,2021-07-22 04:27:38.614827,82.98356628417969,155.0,,
,2021-07-22 04:27:41.957897,,155.0,78.53184509277344,0.7167758941650391
3.125e-05,2021-07-22 04:27:41.983809,,,,
,2021-07-22 04:27:54.121591,84.6697998046875,156.0,,
,2021-07-22 04:27:57.340614,,156.0,77.81037139892578,0.7108394503593445
3.125e-05,2021-07-22 04:27:57.360425,,,,
,2021-07-22 04:28:09.638078,83.99175262451172,157.0,,
,2021-07-22 04:28:12.784225,,157.0,78.20696258544922,0.7147162556648254
3.125e-05,2021-07-22 04:28:12.803930,,,,
,2021-07-22 04:28:25.049707,83.53092956542969,158.0,,
,2021-07-22 04:28:28.506454,,158.0,77.53707122802734,0.709176242351532
3.125e-05,2021-07-22 04:28:28.528351,,,,
,2021-07-22 04:28:41.198887,83.43244171142578,159.0,,
,2021-07-22 04:28:44.523365,,159.0,78.98261260986328,0.720810055732727
3.125e-05,2021-07-22 04:28:44.544939,,,,
,2021-07-22 04:28:56.736355,83.6060791015625,160.0,,
,2021-07-22 04:28:59.921558,,160.0,77.79878997802734,0.7109430432319641
3.125e-05,2021-07-22 04:28:59.940533,,,,
,2021-07-22 04:29:12.257075,83.09291076660156,161.0,,
,2021-07-22 04:29:15.388586,,161.0,77.19593048095703,0.706973671913147
3.125e-05,2021-07-22 04:29:15.408104,,,,
,2021-07-22 04:29:27.620683,82.83468627929688,162.0,,
,2021-07-22 04:29:30.981215,,162.0,78.72980499267578,0.7198052406311035
3.125e-05,2021-07-22 04:29:31.001528,,,,
,2021-07-22 04:29:43.843432,82.28495025634766,163.0,,
,2021-07-22 04:29:47.162071,,163.0,78.72676849365234,0.7208921909332275
3.125e-05,2021-07-22 04:29:47.185877,,,,
,2021-07-22 04:29:59.643872,83.46526336669922,164.0,,
,2021-07-22 04:30:02.994032,,164.0,78.60330200195312,0.719010591506958
3.125e-05,2021-07-22 04:30:03.014726,,,,
,2021-07-22 04:30:15.509818,84.42823791503906,165.0,,
,2021-07-22 04:30:18.837092,,165.0,79.6587905883789,0.7304336428642273
3.125e-05,2021-07-22 04:30:18.857496,,,,
,2021-07-22 04:30:31.345815,82.84477233886719,166.0,,
,2021-07-22 04:30:34.814929,,166.0,77.5207748413086,0.7097246050834656
3.125e-05,2021-07-22 04:30:34.835227,,,,
,2021-07-22 04:30:46.973970,82.46558380126953,167.0,,
,2021-07-22 04:30:50.137447,,167.0,79.1404800415039,0.7294584512710571
3.125e-05,2021-07-22 04:30:50.156577,,,,
,2021-07-22 04:31:02.408937,82.2081298828125,168.0,,
,2021-07-22 04:31:05.778340,,168.0,78.8628158569336,0.721730649471283
3.125e-05,2021-07-22 04:31:05.798731,,,,
,2021-07-22 04:31:18.247010,83.55375671386719,169.0,,
,2021-07-22 04:31:21.632600,,169.0,78.51057434082031,0.7204856872558594
